CS_null_raster,CS_forest_motorways_k10,CS_barriers_k10,CS_barriers_k100
0.8632407694,0.1674938353,0.8704164962,0.8918647086
0.8720520645,0.119280273,0.8793750744,0.903227219
0.8252078311,0.2611807247,0.8780874918,1.141780465
0.8266457642,0.128652536,0.8312830208,0.8443507337
0.7184300997,0.07607943051,0.7198625855,0.7235949796
0.7289852264,0.2284483445,0.7337638386,0.7439088978
0.8411906359,0.1766325302,0.884541419,1.103485433
0.8674889125,0.1436412557,0.8775594288,0.9093434324
0.8772792594,0.1468022577,0.9491823866,1.348770323
0.4994979402,0.04593775148,0.4996005816,0.4998279444
0.3773243101,0.03445059976,0.3773407025,0.3773785634
0.4234000047,0.03886429157,0.4234294172,0.4234982715
0.4933083909,0.04543739901,0.4933895471,0.4935862511
0.8746421099,0.3946331401,0.913959626,1.129045324
0.8801573225,0.3911385765,0.9132312018,1.10268626
0.8604434521,0.1490031111,0.8705280417,0.9017083481
0.87324856,0.1447266229,0.9465536917,1.346357873
0.8588620648,0.1440571612,0.8663606589,0.8879984541
0.8376626859,0.1027015243,0.8426640481,0.8580019454
0.8022930198,0.1030365916,0.805734728,0.8154054127
0.8065964208,0.09628052988,0.810742607,0.8231521706
0.7177964113,0.08834892843,0.7194959005,0.7236881243
0.9096396393,0.1933217954,0.9375733126,1.107622996
0.8003522158,0.1013187902,0.804756975,0.8177332876
0.9004095818,0.1746884301,0.9118985007,0.949183885
0.7929819836,0.09310807336,0.7961159194,0.8048936928
0.9026089639,0.3409671858,0.913865464,0.9508111568
0.8995644106,0.1261173141,0.9108041108,0.9484455329
0.7216421063,0.07767965751,0.7325184835,0.7502694912
0.9044109214,0.1235993977,0.9153038294,0.9519302563
0.9038901397,0.1186912221,0.9136326753,0.9464685522
0.8022647582,0.4225945906,0.8517498803,1.129445593
0.9071575969,0.1785204787,1.924081613,10.19855519
0.9071774123,0.4502488766,0.9336824903,1.002021891
0.6914291594,0.09508072179,0.6926596304,0.6956437862
0.9058207803,0.2228181588,0.9357189218,1.111198266
0.9147594718,0.1941936385,0.9393010903,1.066437842
0.9078389847,0.1195065607,0.9180812997,0.9525987666
0.9046696296,0.1789380767,0.9337868779,1.1088972
0.9098957402,0.160901508,1.010712007,1.408332912
0.9001005912,0.1239839633,0.9107486042,0.946445474
0.9054011989,0.1797194143,0.9345026802,1.109550922
0.9146593267,0.1212400218,0.9258022982,0.9632967481
0.7286521994,0.08783930722,0.7302952495,0.7344178437
0.6764147497,0.07379403031,0.6772976547,0.6794569555
0.9053784172,0.1771400714,0.956119628,1.171140845
0.9258149174,0.1481619262,1.013150503,1.396404457
0.7835070055,0.08965947889,0.7866118309,0.7956013006
0.9172658819,0.4348177086,0.9618365361,1.150167907
0.9161933835,0.3950358692,0.9285934356,0.9703286043
0.9128484954,0.1277145057,0.9256225953,0.9690356584
0.9153772413,0.1823563628,0.943108375,1.112426424
0.9094184819,0.1237307964,0.9209883993,0.9600603166
0.9079166855,0.2590547912,0.9737427218,1.15751148
0.9120965978,0.4420183821,0.9434908661,1.120960088
0.9473620692,0.199899119,0.9659773496,1.071210349
0.946117723,0.1518002028,0.9839704458,1.178352512
0.9227582191,0.1284146559,0.9364538637,0.983353276
0.7128335552,0.08745969455,0.7145123824,0.7189897962
0.8930884107,0.1452656745,0.9514806197,1.322474926
0.9358602599,0.1530375393,1.010024663,1.415169385
0.9256197858,0.2974671759,0.9422353804,0.9951140925
0.9249286759,0.1256013882,0.9384156806,0.9840380655
0.9254761763,0.1540551167,0.9983180396,1.395655979
0.9500662707,0.2422707297,0.9782701133,1.050389132
0.9365643027,0.4721065584,0.9693980934,1.095715907
