CS_null_raster,CS_forest_motorways_k10,CS_barriers_k10,CS_barriers_k100
0.8625735518,0.108193998,0.8689204595,0.8891289353
0.8715278558,0.1123446835,0.8784862498,0.9007971397
0.8257014471,0.1262030771,0.8303276186,0.8433160772
0.8265050798,0.1545719744,0.8859911336,1.172812465
0.7146468693,0.07635262329,0.7244298297,0.7408797029
0.7353716613,0.09741513036,0.7375392389,0.7434598486
0.8414244883,0.130999181,0.8476234833,0.8651445914
0.8667983013,0.2453795396,0.8868554203,0.9343103362
0.8776909317,0.1193831053,0.8854115432,0.9107320168
0.4832040064,0.04469545496,0.4832943879,0.4834969378
0.3646430458,0.03326724503,0.3646552586,0.3646838604
0.4234000061,0.03886429061,0.423429418,0.4234982715
0.4933083908,0.04543740355,0.4933895471,0.4935862511
0.8751559306,0.2141869462,0.8918037511,0.9408084379
0.8808156583,0.1131672468,0.8884102122,0.9132827413
0.859596495,0.1067796901,0.865838386,0.8857300133
0.8736722521,0.1447995766,0.9462128022,1.34487981
0.8582127875,0.4388484848,0.9372188971,1.240826614
0.8367192558,0.124811247,0.8422746923,0.8579525142
0.801962099,0.3065264645,0.9794364726,1.093299548
0.806190607,0.4171249107,0.8569746078,1.131429652
0.7185025937,0.07566206594,0.7199763838,0.7239051721
0.9091321464,0.2057018932,0.9376400446,1.108526332
0.8001969795,0.110970817,0.8051990114,0.8196134918
0.9003126284,0.1450304139,0.9540043912,1.31110543
0.7923207625,0.09267477131,0.7958189654,0.8060908898
0.9021253001,0.4738243333,0.9517681497,1.179263774
0.8995424675,0.2162647525,0.9322210109,1.106995467
0.7242971201,0.1135397914,0.7271747106,0.734070342
0.9029102752,0.2285017241,0.9412230797,1.137522815
0.9033714845,0.4275041723,0.985313876,1.07824179
0.8011303459,0.3735260479,0.9397861833,1.25900724
0.9061927013,0.1848763778,0.936352923,1.115408644
0.9062478945,0.1790478562,0.9498876841,1.153605173
0.6922266549,0.2763126278,0.693766872,0.697584019
0.9068978552,0.2233859442,0.940453483,1.114019371
0.9150983618,0.1217702134,0.9262033785,0.9637248288
0.9081569869,0.1463434341,0.9608254163,1.315377628
0.9042002654,0.209299314,0.9326705463,1.104968128
0.9088735451,0.1466748092,0.961742317,1.316970825
0.8995912644,0.1840243604,0.9300825662,1.110354244
0.9055115701,0.4510776032,0.9367151132,1.11585836
0.9143647134,0.3799765059,0.9430211873,1.113394236
0.7293851478,0.08231940032,0.7465055991,0.7727171143
0.6761234864,0.07123597013,0.6784439655,0.6831329385
0.9058316113,0.1303161208,0.9183725484,0.9605703851
0.9258318824,0.2234130763,1.003386204,1.124422169
0.7827805779,0.1270551363,0.7875287922,0.800444943
0.917175542,0.3559676977,0.9910009781,1.398042914
0.9162869493,0.1507931157,0.9705582101,1.302439537
0.9127023181,0.428888034,0.9356279015,1.000590686
0.9165980152,0.1338287627,0.930655783,0.9785440577
0.9092583377,0.1524920228,0.9632088877,1.301995583
